form	type	name	shortHint	longHint
TBreedingOptionsForm	TRadioButton	copyBasedOnWeightsIfEqualChooseRandomly	(none)	"Check this radio button to copy non-numeric parameters from the parent with the higher weight without using probability. However, if the relative weights of both parents are equal (50/50), the program should flip a coin (with a 50% probability) for each non-numeric parameter to choose which parent to copy the parameter from. (If you are confused about these non-numeric options, choose this one. It will produce the most variation.)"
TBreedingOptionsForm	TSpeedButton	helpButton	(none)	Get help with changing breeding and time series options.
TBreedingOptionsForm	TSpeedButton	mutationShowSections	(none)	"Hide or show the parameter sections to choose mutation strengths for individual sections. If parameter sections are not showing, you are setting the mutation strength for all sections."
TBreedingOptionsForm	TSpeedButton	weightShowSections	(none)	"Hide or show the parameter sections to choose blending weights for individual sections. If parameter sections are not showing, you are setting the blending weight for all sections."
TBreedingOptionsForm	TSpeedButton	changeTdoLibrary	(none)	Choose a new 3D object library file. The new file you choose will become the 'current' 3D object library and will also be used elsewhere in the program.
TBreedingOptionsForm	TGroupBox	GroupBox1	(none)	(none)
TBreedingOptionsForm	TSpinEdit	thumbnailWidth	(none)	"How wide to draw plants in the breeder and time series window. You will probably want to choose a smaller width than height, since more plants grow tall than grow wide."
TBreedingOptionsForm	TSpinEdit	thumbnailHeight	(none)	How tall to draw plants in the breeder and time series window. Your best setting for this width and height will depend on your available memory and the size of your screen.
TBreedingOptionsForm	TGroupBox	GroupBox2	(none)	(none)
TBreedingOptionsForm	TSpinEdit	plantsPerGeneration	(none)	"How many plants the breeder will create each time you breed a generation of offspring. If your computer memory is limited, you might not want to set this number too high."
TBreedingOptionsForm	TSpinEdit	maxGenerations	(none)	"The number of generations the breeder can hold. The breeder will not hold more generations than this number. To save memory, set this to a small number."
TBreedingOptionsForm	TSpinEdit	percentMaxAge	(none)	"How old the plants are drawn in the breeder, as a percentage of maximum plant age. Normally you will want to leave this at 100%. Choosing a smaller age percentage will usually make the breeder plants draw faster, though. Also, you may have a reason to breed plants based on how they look at an early age (if you want a particular seedling look, for example)."
TBreedingOptionsForm	TSpinEdit	maxPartsPerPlant_thousands	(none)	How many plant parts can be created on any plant (before the plant gives up and stops creating new parts). This limit is primarily for keeping breeder plants from growing out of control based on randomly mutated parameters. Changing this number will only affect plants when they are regrown again after this option is changed.
TBreedingOptionsForm	TGroupBox	GroupBox3	(none)	(none)
TBreedingOptionsForm	TSpinEdit	numTimeSeriesStages	(none)	The number of stages shown in a time series of different ages in a plant's life cycle.
TBreedingOptionsForm	TCheckBox	updateTimeSeriesPlantsOnParameterChange	(none)	"Check this box to regrow and redraw all plants in the time series window whenever you change a parameter for the corresponding plant in the main window (the plant the time series was made from). If your computer draws slowly you might want to turn this option off, but remember that time series plants won't track your changes."
TBitmapOptionsForm	TButton	Close	(none)	(none)
TBitmapOptionsForm	TButton	cancel	(none)	(none)
TBitmapOptionsForm	TGroupBox	printBox	(none)	(none)
TBitmapOptionsForm	TGroupBox	outputBox	(none)	(none)
TBitmapOptionsForm	TEdit	inchWidthEdit	(none)	"The width of the output picture in inches. The size in inches, size in pixels, and resolution (pixels per inch) all work together, so you can specify your picture size in either inches or pixels."
TBitmapOptionsForm	TEdit	inchHeightEdit	(none)	The height of the output picture in inches.
TBitmapOptionsForm	TComboBox	colorType	(none)	"Choose a color depth (number of colors in the image) to use to draw the selected picture. You can choose any color depth here, but some programs will not accept all color depths (from the clipboard or from a file). If your drawing program will not recognize picture output in one color depth, try another. Likewise with printers: some printers will not print with some color depths. Most programs and printers will be able to understand the 256-color (8-bit) color depth."
TBitmapOptionsForm	TButton	printSetup	(none)	"Change the current printer, or change printing options for the current printer."
TBitmapOptionsForm	TCheckBox	printPreserveAspectRatio	(none)	Check this box to keep the width / height ratio of the selected picture identical on the printed page. Uncheck this box to allow warping of the picture to fit any size on the printed page.
TBitmapOptionsForm	TGroupBox	plantsBox	(none)	(none)
TBitmapOptionsForm	TRadioButton	useSelectedPlants	(none)	"Draw only the selected plants into the output picture, using a magnification that will make them fit into the available picture size."
TBitmapOptionsForm	TRadioButton	useAllPlants	(none)	Draw all plants into the output picture -- including invisible plants -- using a magnification that will fit all the plants into the available picture size.
TBitmapOptionsForm	TRadioButton	useDrawingAreaContents	(none)	Fit the exact contents of the drawing area in the main window into the available picture size. This option is most useful if you want to get a zoomed-in picture of part of a plant.
TBitmapOptionsForm	TRadioButton	useVisiblePlants	(none)	"Draw only visible plants into the output picture, using a magnification that will make them fit into the available picture size."
TBitmapOptionsForm	TEdit	resolutionEdit	(none)	"The resolution of the output picture, in pixels per inch. You will probably want to set this output resolution to the resolution of the printer you will eventually use to print your image, either from this program or from your draw/paint program."
TBitmapOptionsForm	TEdit	pixelWidthEdit	(none)	"The width of the output picture in pixels. The size in inches, size in pixels, and resolution (pixels per inch) all work together, so you can specify your picture size in either inches or pixels."
TBitmapOptionsForm	TEdit	pixelHeightEdit	(none)	The height of the output picture in pixels.
TBitmapOptionsForm	TCheckBox	preserveAspectRatio	(none)	"Check this box to make the selected size boxes above conform to the aspect ratio (width / height) of the selected picture (whose width and height is shown above). Uncheck this box to allow any width and height to be input above. Warning: if you uncheck this box and change the picture size, some parts of your picture may be cut off."
TBitmapOptionsForm	TButton	borders	(none)	Change the settings for drawing borders around the printed picture.
TBitmapOptionsForm	TPanel	currentStuffPanel	(none)	(none)
TBitmapOptionsForm	TEdit	printWidthEdit	(none)	"The width of the printed picture in inches. It is important to distinguish the two sizes shown here. The output size (in the Output options box above) is the size of the bitmap the selected plants will be drawn into. The print size (here) is the size of the printed picture on paper. You can draw your output on the printer exactly as it comes out of the program, or you can stretch it to fit any size on the printer page. "
TBitmapOptionsForm	TEdit	printHeightEdit	(none)	The height of the printed picture in inches.
TBitmapOptionsForm	TEdit	printLeftMarginEdit	(none)	"The left margin of the printed picture on the page, in inches. You can set any of these margins lower than the allowable page margin of the printer (shown as gray lines on the preview picture). If the picture will no longer fit on the page as a result of your change of margin, it will be shrunk to fit."
TBitmapOptionsForm	TEdit	printTopMarginEdit	(none)	"The top margin of the printed picture on the page, in inches."
TBitmapOptionsForm	TEdit	printRightMarginEdit	(none)	"The right margin of the printed picture on the page, in inches."
TBitmapOptionsForm	TEdit	printBottomMarginEdit	(none)	"The bottom margin of the printed picture on the page, in inches."
TBitmapOptionsForm	TButton	printCenter	(none)	Center the picture size on the printer page.
TBitmapOptionsForm	TButton	printUseWholePage	(none)	"Scale the printed picture size to fit the whole printer page (within allowable printer margins). If the 'Maintain aspect ratio' checkbox is checked, the picture will only fill the page so far as the width / height ratio of the selected picture will allow."
TBitmapOptionsForm	TButton	suggestPrintSize	(none)	"Using the size in pixels of the selected picture (as shown in the 'Selection' text above) and the printer resolution (as shown in the 'Printer' text above), calculate a printed picture size in inches that will draw all the pixels on the printed page. This uses the printer's drawing capabilities to create the best copy of what appears on the screen. Then center the drawing on the printed page."
TBitmapOptionsForm	TPanel	printImagePanel	(none)	This preview shows you what size and position your printed picture will have on the printer page.
TBitmapOptionsForm	TImage	wholePageImage	(none)	"This is a preview of the printer page. If there are gray lines at the edges of the preview picture, they mark the smallest margins allowed by the current printer. The lines are shown only as guides; you can print up to the edge of the page, even though the printer will probably cut the picture off. The 'Center', 'Suggest', and 'Fill page' buttons will respect these minimum margins; to set the margins lower, change the margin values in the margin edit boxes."
TBitmapOptionsForm	TSpeedButton	helpButton	(none)	(none)
TBitmapOptionsForm	TEdit	jpgCompressionEdit	(none)	How much to compress this JPG output file. A value of 1 is minimum compression and best quality. A value of 100 is maximum compression and worst quality.
TGeneric3DOptionsForm	TGroupBox	drawWhichPlantsGroupBox	(none)	(none)
TGeneric3DOptionsForm	TRadioButton	useSelectedPlants	(none)	Draw only the selected plants into the 3D export file.
TGeneric3DOptionsForm	TRadioButton	useVisiblePlants	(none)	Draw only visible plants into the 3D export file. Be sure to check the estimated file size and to allow extra space beyond that.
TGeneric3DOptionsForm	TRadioButton	useAllPlants	(none)	"Draw all plants into the 3D export file, including invisible plants. Be sure to check the estimated file size and to allow extra space beyond that."
TGeneric3DOptionsForm	TGroupBox	otherGroupBox	(none)	(none)
TGeneric3DOptionsForm	TCheckBox	translatePlantsToWindowPositions	(none)	Check this box to place the chosen plants in roughly the same layout as you see them in the PlantStudio main window. Uncheck it to place all the plants at the same spot.
TGeneric3DOptionsForm	TGroupBox	dxfColorsGroupBox	(none)	(none)
TGeneric3DOptionsForm	TRadioButton	colorDXFFromRGB	(none)	"Colors are difficult to transmit through the DXF file format. Some 3D programs will read the color values this program uses (RGB colors), and some will not. Try this option first, and if the colors come out wrong, try another of the options below. If all else fails, you can change the color in your 3D program after importing the DXF file."
TGeneric3DOptionsForm	TRadioButton	colorDXFFromOneColor	(none)	"Write out only one color for the entire plant, using the color shown here. To change that color, click in the square. If your 3D program does not read this color correctly, change the color in your 3D program after you import the DXF file."
TGeneric3DOptionsForm	TPanel	wholePlantColor	(none)	Click here to change the color to use when writing out the entire plant with one color.
TGeneric3DOptionsForm	TRadioButton	colorDXFFromPlantPartType	(none)	"Write out colors in the DXF file depending on which plant part type is being written out (leaves, flowers, etc). If you choose this option, the colors shown in the list below will be written out for each plant part type."
TGeneric3DOptionsForm	TListBox	colorsByPlantPart	(none)	"The types of plant parts that will be written in the DXF file. If you choose to select different colors for each plant part type, you can change the colors used here by selecting one or more part types and clicking 'Set color'."
TGeneric3DOptionsForm	TButton	setPlantPartColor	(none)	Choose a color for all plant part types selected in the list. You can also change individual part type colors by double-clicking on an item in the list.
TGeneric3DOptionsForm	TGroupBox	povLimitsGroupBox	(none)	(none)
TGeneric3DOptionsForm	TEdit	minLineLengthToWrite	(none)	The minimum line length required for any line (plant stem) to be written to the POV file. This prevents the POV-Ray renderer from returning errors due to zero-length lines. For most plants a minimum length of 0.01 mm is sufficient to prevent errors.
TGeneric3DOptionsForm	TEdit	minTdoScaleToWrite	(none)	"The minimum scale required for any 3D object (leaf, flower, fruit) to be written to the POV file. This prevents the POV-Ray renderer from returning errors due to zero-size polygons. For most plants a minimum scale of 0.01 is sufficient to prevent errors."
TGeneric3DOptionsForm	TGroupBox	nestingGroupBox	(none)	(none)
TGeneric3DOptionsForm	TCheckBox	nestLeafAndPetiole	(none)	Check this box to lump each leaf together with its petiole (leaf stalk). Uncheck it to make each leaf independent of its petiole.
TGeneric3DOptionsForm	TCheckBox	nestCompoundLeaf	(none)	Check this box to lump each set of compound leaflets together to make one leaf structure. Uncheck it to make each leaflet independent of the rest of the leaf.
TGeneric3DOptionsForm	TCheckBox	nestInflorescence	(none)	Check this box to lump flowers or fruits together into inflorescence structures. Uncheck it to make each flower or fruit independent of its inflorescence.
TGeneric3DOptionsForm	TCheckBox	nestPedicelAndFlowerFruit	(none)	Check this box to lump each flower or fruit together with its pedicel (flower stalk). Uncheck it to make each flower or fruit independent of its pedicel.
TGeneric3DOptionsForm	TCheckBox	nestFloralLayers	(none)	Check this box to lump all the parts of each flower together. Uncheck it to separate the floral pistils and stamens from the layers of flower petals.
TGeneric3DOptionsForm	TCheckBox	commentOutUnionAtEnd	(none)	"PlantStudio will write a union (grouping) of all the chosen plants at the end of the INC file so you can include them in your POV file without looking up their names. If you don't want to use this feature, check this box to comment out the union."
TGeneric3DOptionsForm	TRadioGroup	layeringOption	(none)	"Most programs that import 3D files can handle polygons separated into different objects or groupings. These distinctions can be very useful for changing colors and textures. Depending on what you want to do with your 3D file and what your 3D program supports, you may want more or less detail in your file. If you are not sure, the 'type of plant part' option is usually best."
TGeneric3DOptionsForm	TCheckBox	writeColors	(none)	Check this box to include color information in your 3D file.
TGeneric3DOptionsForm	TButton	Close	(none)	Save the chosen plant(s) to a 3D export file using the selected options.
TGeneric3DOptionsForm	TButton	cancel	(none)	Close this window and don't save any plants to a 3D export file.
TGeneric3DOptionsForm	TSpeedButton	helpButton	(none)	Get help on exporting 3D files.
TGeneric3DOptionsForm	TPanel	threeDSWarningPanel	(none)	(none)
TGeneric3DOptionsForm	TPanel	plantNameAndCylinderSidesPanel	(none)	(none)
TGeneric3DOptionsForm	TSpinEdit	lengthOfShortName	(none)	"PlantStudio will cut off each plant's name after this many letters when writing to this 3D format. Your best setting for this will depend on the 3D program you import the files to. Some programs can handle long names well, but others truncate them. If your 3D program cannot read these files or has trouble distinguishing between plant parts based on names, try using a smaller number here."
TGeneric3DOptionsForm	TSpinEdit	stemCylinderFaces	(none)	"In PlantStudio we draw plant stems simply by drawing 2D lines on the screen. To export to most 3D formats we need to add three-dimensional depth, so we make the stems cylindrical by rotating a 2D rectangle around in a circle. Choose here how many sides your cylinders will have. For square stems, choose four sides. For most plants, five sides looks best and is quickest."
TGeneric3DOptionsForm	TCheckBox	dxfWriteColors	(none)	Check this box to include color information in your 3D file.
TGeneric3DOptionsForm	TGroupBox	reorientGroupBox	(none)	(none)
TGeneric3DOptionsForm	TSpinEdit	xRotationBeforeDraw	(none)	The number of degrees to rotate each plant during export to this 3D format. Use this rotation to correct any systematic differences between your 3D program and PlantStudio's export.
TGeneric3DOptionsForm	TCheckBox	writePlantNumberInFrontOfName	(none)	"Check this box to write in front of each plant's name its number in the list of plants you have selected for export. This is not necessary, and even may cause problems if your 3D program doesn't like a name starting with a number. But if on the other hand your 3D program requires unique names and your plant names are not all unique, this can help."
TGeneric3DOptionsForm	TRadioGroup	vrmlVersionRadioGroup	(none)	"Choose a version of VRML to write out. Make sure you choose the right version for your 3D program. If you are not sure which version to use, try them both and see which works better for you."
TGeneric3DOptionsForm	TSpinEdit	overallScalingFactor_pct	(none)	"An overall scaling factor to reconcile PlantStudio's export with the import into your 3D program. Usually you will not need to change this number, but in some circumstances (if your plants come out huge or tiny), you can compensate with this scale."
TGeneric3DOptionsForm	TPanel	pressPlantsPanel	(none)	(none)
TGeneric3DOptionsForm	TCheckBox	pressPlants	(none)	"Check this box to flatten all exported plants in one dimension. This produces an effect like a 2D painting in 3D space. BE CAREFUL not to leave this option on by mistake, as you may be surprised to find a flat plant."
TGeneric3DOptionsForm	TComboBox	directionToPressPlants	(none)	"If you have chosen the option to flatten exported plants for a 2D-in-3D effect, this is the dimension in which the plants will be flattened. The correct dimension may differ depending on the export format and the reorienting rotation; try them all and see which is best for this particular format."
TGeneric3DOptionsForm	TCheckBox	makeTrianglesDoubleSided	(none)	Check this box to make all polygons in 3D objects double-sided during export. Only the front-face color will be used on both sides of the polygons. See the help system for details.
TWelcomeForm	TCheckBox	hideWelcomeForm	Check this box to stop showing this window when you start PlantStudio.	Check this box to stop showing this window when you start PlantStudio.
TWelcomeForm	TImage	Image1	(none)	(none)
TWelcomeForm	TButton	readQuickStartTipList	Click this choice to read a quick list of some things you need to know to get started with PlantStudio.	Click this choice to read a quick list of the some things you need to know to get started with PlantStudio. You can also get to the Super-Speed Tour through the Help menu.
TWelcomeForm	TButton	readTutorial	"Click this choice to read the PlantStudio Tutorial, which will lead you through an exercise in using PlantStudio."	"Click this choice to read the PlantStudio Tutorial, which will lead you through an exercise in using PlantStudio. You can also get to the tutorial through the Help menu."
TWelcomeForm	TButton	makeNewPlant	Click this choice to go straight to the New Plant Wizard and make your first plant.	Click this choice to go straight to the New Plant Wizard and make your first plant.
TWelcomeForm	TButton	openPlantLibrary	Click this choice to open one of the plant libraries included with PlantStudio.	Click this choice to open one of the plant libraries included with PlantStudio so you can look at some plants before you start making your own.
TWelcomeForm	TButton	startUsingProgram	Click this choice to start using PlantStudio right away.	"Click this choice to start using PlantStudio right away. If you are starting PlantStudio for the first time, the PlantStudio window will be empty until you create a plant or open a file."
TNozzleOptionsForm	TGroupBox	GroupBox1	(none)	(none)
TNozzleOptionsForm	TSpeedButton	helpButton	(none)	Get help on making nozzle or tube bitmaps.
TNozzleOptionsForm	TButton	Close	(none)	Use these options to create a Painter nozzle or Paint Shop Pro tube bitmap file.
TNozzleOptionsForm	TButton	cancel	(none)	Close this window and don't make a nozzle/tube bitmap.
TNozzleOptionsForm	TPanel	Panel1	(none)	(none)
TNozzleOptionsForm	TGroupBox	GroupBox2	(none)	(none)
TNozzleOptionsForm	TPanel	backgroundColorPanel	(none)	Click here to change the background color for the nozzle or tube. You should choose a color that is not present in your plants so that you can make a selection in Painter or Paint Shop Pro based on all other colors. Black is usually a good choice.
TNozzleOptionsForm	TSpinEdit	resolutionEdit	(none)	"The resolution of the output picture, in pixels per inch."
TNozzleOptionsForm	TComboBox	colorType	(none)	Choose a color depth (number of colors in the image) to use to draw the nozzle or tube. You should usually use 24-bit color.
TNozzleOptionsForm	TGroupBox	GroupBox3	(none)	(none)
TNozzleOptionsForm	TRadioButton	useSelectedPlants	(none)	Draw only the selected plants into the nozzle/tube bitmap.
TNozzleOptionsForm	TRadioButton	useVisiblePlants	(none)	Draw only visible plants into the nozzle/tube bitmap.
TNozzleOptionsForm	TRadioButton	useAllPlants	(none)	"Draw all plants into the nozzle/tube bitmap, including invisible plants."
TAnimationFilesOptionsForm	TSpeedButton	helpButton	(none)	Get help on making numbered animation files.
TAnimationFilesOptionsForm	TButton	Close	(none)	Create the numbered animation bitmap files specified here for this plant.
TAnimationFilesOptionsForm	TButton	cancel	(none)	Close this window and don't make an animation.
TAnimationFilesOptionsForm	TPanel	Panel1	(none)	(none)
TAnimationFilesOptionsForm	TPanel	Panel2	(none)	(none)
TAnimationFilesOptionsForm	TGroupBox	GroupBox1	(none)	(none)
TAnimationFilesOptionsForm	TRadioButton	animateByAge	(none)	"Use different ages of the plant to create frames for the animation, so it looks like the plant is growing from a seedling to maturity."
TAnimationFilesOptionsForm	TRadioButton	animateByXRotation	(none)	"Use different X rotations to create an animation of the plant, so it looks like the plant is spinning around."
TAnimationFilesOptionsForm	TSpinEdit	incrementEdit	(none)	"In each frame the plant will be this many days older, or this many degrees rotated more, than in the previous frame. In the case of age animation, we always add an extra frame at the end with the mature plant, in case the number of days doesn't divide evenly. In the case of rotation, the entire 360 degrees will be covered (give or take a degree)."
TAnimationFilesOptionsForm	TSpinEdit	resolution	(none)	"The resolution of the output picture, in pixels per inch. Since you are creating multiple files here, don't set the resolution too high. PlantStudio will check your hard disk space before starting to make sure the files will fit."
TAnimationFilesOptionsForm	TComboBox	colorType	(none)	Choose a color depth (number of colors in the image) to use to draw the animation pictures. For animation files you should usually use 24-bit color.
TRegistrationForm	TPanel	Panel1	(none)	(none)
TRegistrationForm	TEdit	registrationNameEdit	(none)	Type your registration name here exactly as you received it.
TRegistrationForm	TEdit	registrationCodeEdit	(none)	Type your registration code here exactly as you received it.
TRegistrationForm	TEdit	orderPageEdit	(none)	This is the web page where you can register PlantStudio.
TRegistrationForm	TButton	openBrowser	(none)	"Click here to open your internet browser to the registration web page shown here. If this doesn't work and your browser doesn't open, copy the web page and paste it into the address box of your internet browser by hand."
TRegistrationForm	TButton	close	(none)	Close this window.
TRegistrationForm	TButton	readLicense	(none)	Read the PlantStudio license.
TRegistrationForm	TButton	moreInfo	(none)	Read some information about registering PlantStudio.
TRegistrationForm	TButton	registerMe	(none)	"After you have entered your registration name and code, click this button to register your copy of PlantStudio."
TRegistrationForm	TButton	PrintButton	(none)	We highly recommend that you print the registration information that appears after you enter your registration name and code and click Register Me. Click here to print the information.
TUndoRedoListForm	TButton	OK	(none)	Close this window and undo or redo all of the selected actions.
TUndoRedoListForm	TButton	cancel	(none)	Close this window without undoing or redoing anything.
TUndoRedoListForm	TSpeedButton	helpButton	(none)	Get help on using the undo/redo window.
TUndoRedoListForm	TListBox	undoList	(none)	Select some actions to undo. You can't select out some actions to undo without undoing all those after them (because usually actions depend on other actions).
TUndoRedoListForm	TListBox	redoList	(none)	Select a number of actions to redo. You can't select out some actions to redo without redoing all those before them (because usually actions depend on other actions).
