section	other sections this parameter is in	section order	parameter order	FieldID	name	fieldType	IndexType	unitSet	unitModel	unitMetric	unitEnglish	lowerBound	upperBound	defaultValue	regrow	readOnly	accessString	transferType	hint
Primary inflorescences		8	43	kInflorescenceFemaleBractsAreRadiallyArranged	Bracts are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pInflor[kGenderFemale].bractTdoParams.radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw inflorescence bracts are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
Primary inflorescences		8	44	kInflorescenceFemaleBractObject3DPullbackAngle	Angle between bracts and stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	60	FALSE	FALSE	pInflor[kGenderFemale].bractTdoParams.pullBackAngle	1 MFD	The angle at which the inflorescence bracts are drawn back from the center of the stem.
Fruit		9	1	header	Drawing	7 Header	"Fruits are drawn very simply with a 3D object, usually rotated around in 'sections' to form a solid-looking object. You can specify colors for the fruit in its ripe and unripe stages."												
Fruit		9	2	kFruitNumSections	Number of sections in fruit	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	30	5	FALSE	FALSE	pFruit.tdoParams.repetitions	1 MFD	"You can make a fruit with one planar 3D object, in which case it looks sort of like a leaf, or you can make it with one 3D object drawn multiple times and spun around to produce an enclosed three-dimensional structure (like sections of an orange make up an orange). This parameter is the number of times to draw the specified 'section' 3D object to form the fruit structure."
Fruit		9	3	kFruitObject3D	Fruit section 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pFruit.tdoParams.object3D	3 3D Object	The 3D object used to draw fruit sections. Fruit sections do not simulate real objects; they just make it easier to draw roughly spherical fruits.
Fruit		9	4	kFruitScaleAtFullSize	Fruit section scale at full size	1 Single	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	10	FALSE	FALSE	pFruit.tdoParams.scaleAtFullSize	1 MFD	The drawing scale of the fruit section 3D object when the fruit is fully grown.
Fruit		9	5	kFruitObject3DXRotationBeforeDraw	Fruit section X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFruit.tdoParams.xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Fruit		9	6	kFruitObject3DYRotationBeforeDraw	Fruit section Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFruit.tdoParams.yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Fruit		9	7	kFruitObject3DZRotationBeforeDraw	Fruit section Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFruit.tdoParams.zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Fruit		9	8	kFruitSectionsAreRadiallyArranged	Fruit sections are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pFruit.tdoParams.radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw sections of a fruit are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
Fruit		9	9	kFruitUnripeFaceColor	Unripe fruit section front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			0 100 100	FALSE	FALSE	pFruit.tdoParams.alternateFaceColor	1 MFD	The front face (facing in) color for sections of an unripe fruit.
Fruit		9	10	kFruitUnripeBackfaceColor	Unripe fruit section back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			0 100 100	FALSE	FALSE	pFruit.tdoParams.alternateBackfaceColor	1 MFD	The back face (facing out) color for sections of an unripe fruit.
Fruit		9	11	kFruitRipeFaceColor	Ripe fruit section front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			0 200 200	FALSE	FALSE	pFruit.tdoParams.faceColor	1 MFD	The front face (facing in) color for sections of a ripe fruit.
Fruit		9	12	kFruitRipeBackfaceColor	Ripe fruit section back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			0 200 200	FALSE	FALSE	pFruit.tdoParams.backfaceColor	1 MFD	The back face (facing out) color for sections of a ripe fruit. 
Fruit		9	13	header	Creation and growth	7 Header	"The size of any plant part is determined by an 'optimal' size and the actual conditions of growth. Plant parts compete for the available nutrients, as established by the general growth parameters. To simplify things, we express the weight (biomass) of plant parts simply as a percentage of the total final weight of the plant."												
Fruit		9	14	kFruitOptimumMass_pctMPB	Optimum biomass (as percent of maximum plant biomass)	1 Single	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0.0001	20	5	TRUE	FALSE	pFruit.optimalBiomass_pctMPB	1 MFD	"The biomass (dry weight) of a complete or best fruit, expressed as a percentage of final plant dry weight."
Fruit		9	15	kFruitSCurve	Growth curve	1 Single	3 S curve	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0.25 0.1 0.65 0.85	TRUE	FALSE	pFruit.sCurveParams	2 S curve	"Fraction of final optimal (best) fruit biomass (Y) for a given fruit age (X). Fruits tend to grow in an s-curve fashion, so simulated fruit demands for biomass from the plant attempt to follow this curve."
Fruit		9	16	header	Timing	7 Header	"Timing parameters set bounds on how slowly or quickly plant parts can grow to create a realistic growth pattern. For fruit, they also determine when the fruit 'ripens' by changing color."												
Fruit		9	17	kFruitMinDaysToGrow	Minimum days to grow	2 Smallint	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	50	7	TRUE	FALSE	pFruit.MinDaysToGrow	1 MFD	"The shortest number of days in which a fruit can grow to maturity, no matter how much biomass is available. This simulates physical limitations on the rate of growth."
Fruit		9	18	kFruitMaxDaysToGrow	Maximum days to grow	2 Smallint	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	50	20	TRUE	FALSE	pFruit.MaxDaysToGrow	1 MFD	Days a fruit will accumulate biomass towards maturity before it gives up and stops growing. This simulates the plant's concentration of resources on newer meristems.
Fruit		9	19	kFruitDaysToRipen	Days to ripen once full-sized	2 Smallint	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	100	5	TRUE	FALSE	pFruit.DaysToRipen	1 MFD	Days it takes for a fruit on this plant to ripen once it has stopped expanding. This is only for drawing (it has a different color when it is ripe) and does not affect the model.
Root top		10	1	header	Drawing	7 Header	"The root top isn't modeled as part of the plant; it's just drawn on the bottom of the plant very simply, to accommodate plants like carrots and beets."												
Root top		10	2	kRootTopShowsAboveGround	Root top shows above ground	4 Boolean	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			FALSE	FALSE	FALSE	pRoot.ShowsAboveGround	1 MFD	"The top of the root for this plant shows above the ground (and is worth looking at, as in a carrot or beet). If 'yes', a 3D object and colors should be chosen for the root top."
Root top		10	3	kRootTopObject3D	Root top 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pRoot.tdoParams.object3D	3 3D Object	"The 3D object used to draw the top of the root (the part you can see sticking out of the ground, as in a carrot)."
Root top		10	4	kRootTopScaleAtFullSize	Root top scale at full size	1 Single	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	0	FALSE	FALSE	pRoot.tdoParams.scaleAtFullSize	1 MFD	The drawing scale of the root top 3D object when the plant is mature.
Root top		10	5	kRootTopObject3DXRotationBeforeDraw	Root top X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pRoot.tdoParams.xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Root top		10	6	kRootTopObject3DYRotationBeforeDraw	Root top Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pRoot.tdoParams.yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Root top		10	7	kRootTopObject3DZRotationBeforeDraw	Root top Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pRoot.tdoParams.zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Root top		10	8	kRootTopFaceColor	Root top front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pRoot.tdoParams.faceColor	1 MFD	The front face (facing in) color for the root top.
Root top		10	9	kRootTopBackfaceColor	Root top back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pRoot.tdoParams.backfaceColor	1 MFD	The back face (facing out) color for the root top.
(no section)		11		kStateAge	Age for drawing	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	0	20	FALSE	TRUE	age	1 MFD	none
(no section)		11		kStateBasePointX	Base point x	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	0	100	FALSE	TRUE	basePoint_mm.x	1 MFD	none
(no section)		11		kStateBasePointY	Base point y	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	0	100	FALSE	TRUE	basePoint_mm.y	1 MFD	none
(no section)		11		kStateDrawingScale	Drawing scale	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	0	1	FALSE	TRUE	drawingScale_PixelsPerMm	1 MFD	none
(no section)		11		kStateHidden	Hidden	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False				FALSE	TRUE	hidden	1 MFD	none
(no section)		11		kStateSelected	Selected	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False				FALSE	TRUE	selectedWhenLastSaved	1 MFD	none
(no section)		11		kStateRotationX	X rotation	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	-360	360	0	FALSE	TRUE	xRotation	1 MFD	none
(no section)		11		kStateRotationY	Y rotation	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	-360	360	0	FALSE	TRUE	yRotation	1 MFD	none
(no section)		11		kStateRotationZ	Z rotation	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	-360	360	0	FALSE	TRUE	zRotation	1 MFD	none
Secondary flowers		12	1	header	Flower petals	7 Header	"Primary flowers are perfect (hermaphroditic) or female, and secondary flowers are only male. Ninety percent of flowering plants have only perfect flowers. Secondary flowers can only have stamens, one row of petals, and sepals (because it's not worth including so many parameters for parts rarely used)."												
Secondary flowers		12	2	kFlowerNumPetalsMale	Number of petals on flower	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	30	5	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kFirstPetals].repetitions	1 MFD	The number of petals on the flower.
Secondary flowers		12	3	kFlowerMaleObject3D	Flower petal 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kFirstPetals].object3D	3 3D Object	The 3D object used to draw the flower petals.
Secondary flowers		12	4	kFlowerScaleAtFullSizeMale	Flower petal scale at full size	1 Single	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	3	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kFirstPetals].ScaleAtFullSize	1 MFD	The drawing scale of the flower petal 3D object when the flower is fully grown.
Secondary flowers		12	5	kFlowerMaleObject3DXRotationBeforeDraw	Flower petal X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kFirstPetals].xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary flowers		12	6	kFlowerMaleObject3DYRotationBeforeDraw	Flower petal Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kFirstPetals].yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary flowers		12	7	kFlowerMaleObject3DZRotationBeforeDraw	Flower petal Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kFirstPetals].zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary flowers		12	8	kFlowerMaleFaceColor	Flower petal front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kFirstPetals].FaceColor	1 MFD	The front face (facing in) color for flower petals.
Secondary flowers		12	9	kFlowerMaleBackfaceColor	Flower petal back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kFirstPetals].BackfaceColor	1 MFD	The back face (facing out) color for flower petals.
Secondary flowers		12	10	kFlowerPetalsAreRadiallyArrangedMale	Flower petals are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kFirstPetals].radiallyArranged	1 MFD	"If 'yes', the petals are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
Secondary flowers		12	11	kFlowerMaleObject3DPullbackAngle	Angle between petals and main stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kFirstPetals].pullBackAngle	1 MFD	The angle at which the petals are drawn back from the center of the flower. Usually you will want to specify an increasing angle for each layer of floral parts. How this appears on the plant depends on how the 3D object you are using for petals was defined.
Secondary flowers		12	12	header	Creation and growth	7 Header	"The size of any plant part is determined by an 'optimal' size and the actual conditions of growth. Plant parts compete for the available nutrients, as established by the general growth parameters. To simplify things, we express the weight (biomass) of plant parts simply as a percentage of the total final weight of the plant."												
Secondary flowers		12	13	kFlowerOptimalBiomassMale	Optimal biomass (as percent of maximum plant biomass)	1 Single	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0.0001	20	0.1	TRUE	FALSE	pFlower[kGenderMale].OptimalBiomass_pctMPB	1 MFD	"The biomass (dry weight) of a complete or best flower, expressed as a percentage of final plant dry weight."
Secondary flowers		12	14	kFlowerMinFractOptBiomassToOpenFlowerMale	Minimum fraction of optimal biomass needed to open	1 Single	1 None	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0.5	TRUE	FALSE	pFlower[kGenderMale].MinFractionOfOptimalBiomassToOpenFlower_frn	1 MFD	The smallest fraction of the optimal (best) amount of flower biomass that must be accumulated before the flower can open.
Secondary flowers		12	15	header	Timing	7 Header	"Timing parameters set bounds on how slowly or quickly plant parts can grow to create a realistic growth pattern. For secondary (male) flowers, additional timing limits support showing (or not showing) different stages of flower development, including dropping off the plant after pollination is finished."												
Secondary flowers		12	16	kFlowerMinDaysToGrowMale	Minimum days to grow	2 Smallint	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	50	3	TRUE	FALSE	pFlower[kGenderMale].MinDaysToGrow	1 MFD	"The shortest number of days in which the flower can grow to maturity, no matter how much biomass is available. This simulates physical limitations on the rate of growth."
Secondary flowers		12	17	kFlowerMaxDaysToGrowIfOverMinFractionMale	Maximum days to grow	2 Smallint	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	50	10	TRUE	FALSE	pFlower[kGenderMale].MaxDaysToGrowIfOverMinFraction	1 MFD	Days the flower will accumulate biomass towards maturity before it gives up and stops growing. This simulates the plant's concentration of resources on newer meristems.
Secondary flowers		12	18	kFlowerMinDaysBeforeOpeningMale	Minimum days before opening	2 Smallint	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	100	3	TRUE	FALSE	pFlower[kGenderMale].minDaysToOpenFlower	1 MFD	The shortest number of days after flower creation that the flower can open from the flower bud.
Secondary flowers		12	19	kFlowerDaysBeforeDropMale	Days until drop	2 Smallint	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	200	200	TRUE	FALSE	pFlower[kGenderMale].DaysBeforeDrop	1 MFD	Days between the appearance of flowers and their abscission (falling off).
Secondary flowers		12	20	header	Stamens	7 Header	"Stamens are the male organs of the flower. The anther, which holds the pollen, is connected to the flower base by a stalk called the filament, and together these make up a stamen."												
Secondary flowers		12	21	kFlowerNumStamensMale	Number of stamens in flower	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	5	FALSE	FALSE	pFlower[kGenderMale].numStamens	1 MFD	The number of stamens on the flower.
Secondary flowers		12	22	kFlowerFilamentLengthMale	Filament length at full size	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0	100	0	FALSE	FALSE	pFlower[kGenderMale].filamentLength_mm	1 MFD	"How long to draw the filament when the flower is fully grown. A filament is the stalk that (with the anther) makes up the stamen, the pollen-holding part of the flower."
Secondary flowers		12	23	kFlowerFilamentWidthMale	Filament width at full size	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0.1	10	0.3	FALSE	FALSE	pFlower[kGenderMale].filamentWidth_mm	1 MFD	The width of the filament when the flower is fully grown.
Secondary flowers		12	24	kFlowerFilamentTaperIndexMale	Filament taper index (taper to % of width)	2 Smallint	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	100	FALSE	FALSE	pFlower[kGenderMale].filamentTaperIndex	1 MFD	"How much to taper the filament's width as it reaches the anther 3D object. For no tapering, choose 100% of initial width (the default). To taper the filament, choose a lower percentage."
Secondary flowers		12	25	kFlowerFilamentColorMale	Filament color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderMale].filamentColor	1 MFD	The color of filaments (anther stalks).
Secondary flowers		12	26	kFlowerAntherMaleObject3DPullbackAngle	Angle between filament and main flower axis	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	10	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kStamens].pullBackAngle	1 MFD	The angle at which the filaments are drawn back from the center of the flower. Usually you will want to specify an increasing angle for each layer of floral parts.
Secondary flowers		12	27	kFlowerAntherNumSectionsMale	Number of sections in anther	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	3	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kStamens].repetitions	1 MFD	"You can make an anther with one planar 3D object, in which case it looks sort of like a leaf, or you can make it with one 3D object drawn multiple times and spun around to produce an enclosed three-dimensional structure (like sections of an orange make up an orange). This parameter is the number of times to draw the specified 'section' 3D object to form the anther structure."
Secondary flowers		12	28	kFlowerMaleAntherObject3D	Anther section 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kStamens].object3D	3 3D Object	The 3D object used to draw the anthers on the flower.
Secondary flowers		12	29	kFlowerAntherScaleAtFullSizeMale	Anther section scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kStamens].scaleAtFullSize	1 MFD	The drawing scale of the anther 3D object when the flower is fully grown.
Secondary flowers		12	30	kFlowerMaleAntherObject3DXRotationBeforeDraw	Anther section X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kStamens].xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary flowers		12	31	kFlowerMaleAntherObject3DYRotationBeforeDraw	Anther section Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kStamens].yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary flowers		12	32	kFlowerMaleAntherObject3DZRotationBeforeDraw	Anther section Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kStamens].zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary flowers		12	33	kFlowerAntherMaleFaceColor	Anther section front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kStamens].faceColor	1 MFD	The front face (facing in) color for anthers.
Secondary flowers		12	34	kFlowerAntherMaleBackfaceColor	Anther section back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kStamens].backfaceColor	1 MFD	The back face (facing out) color for anthers.
Secondary flowers		12	35	kFlowerAntherSectionsAreRadiallyArrangedMale	Anther sections are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kStamens].radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw one anther are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
Secondary flowers		12	36	header	Sepals	7 Header	"Sepals are the outermost layer of the flower's covering parts, and are often green."												
Secondary flowers		12	37	kFlowerSepalNumPetalsMale	Number of sepals on flower	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	5	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kSepals].repetitions	1 MFD	The number of sepals on the flower.
Secondary flowers		12	38	kFlowerMaleSepalObject3D	Sepal 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kSepals].object3D	3 3D Object	The 3D object used to draw the sepals.
Secondary flowers		12	39	kFlowerSepalScaleAtFullSizeMale	Sepal scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kSepals].scaleAtFullSize	1 MFD	The drawing scale of the sepal 3D object when the flower is fully grown.
Secondary flowers		12	40	kFlowerMaleSepalObject3DXRotationBeforeDraw	Sepal X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kSepals].xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary flowers		12	41	kFlowerMaleSepalObject3DYRotationBeforeDraw	Sepal Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kSepals].yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary flowers		12	42	kFlowerMaleSepalObject3DZRotationBeforeDraw	Sepal Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kSepals].zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary flowers		12	43	kFlowerSepalMaleFaceColor	Sepal front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kSepals].faceColor	1 MFD	The front face (facing in) color for sepals.
Secondary flowers		12	44	kFlowerSepalMaleBackfaceColor	Sepal back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kSepals].backfaceColor	1 MFD	The back face (facing out) color for sepals.
Secondary flowers		12	45	kFlowerSepalPetalsAreRadiallyArrangedMale	Sepals are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kSepals].radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw the sepals are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
